inchi_key	moa	gene_symbol	entrez_gene_id	tax_id	tax_name
GXJABQQUPOEUTA-RDJZCZTQSA-N	Proteasome inhibitor;Proteasome Inhibitors;Apoptosis Inducers;Caspase 3 Activators;NF-kappaB (NFKB) Activation Inhibitors	PSMD11	5717	9606	Homo sapiens
GXJABQQUPOEUTA-RDJZCZTQSA-N	Proteasome inhibitor;Proteasome Inhibitors;Apoptosis Inducers;Caspase 3 Activators;NF-kappaB (NFKB) Activation Inhibitors	PSMD13	5719	9606	Homo sapiens
GXJABQQUPOEUTA-RDJZCZTQSA-N	Proteasome inhibitor;Proteasome Inhibitors;Apoptosis Inducers;Caspase 3 Activators;NF-kappaB (NFKB) Activation Inhibitors	CTRC	11330	9606	Homo sapiens
GXJABQQUPOEUTA-RDJZCZTQSA-N	Proteasome inhibitor;Proteasome Inhibitors;Apoptosis Inducers;Caspase 3 Activators;NF-kappaB (NFKB) Activation Inhibitors	PSMB11	122706	9606	Homo sapiens
GXJABQQUPOEUTA-RDJZCZTQSA-N	Proteasome inhibitor;Proteasome Inhibitors;Apoptosis Inducers;Caspase 3 Activators;NF-kappaB (NFKB) Activation Inhibitors	PSMA8	143471	9606	Homo sapiens
HUWWIHVYVDAXCT-UHFFFAOYSA-N	Caspase 3 Inhibitors;Ubiquitin Carboxyl-terminal Hydrolase Inhibitors;Cathepsin B Inhibitors	CASP3	836	9606	Homo sapiens
HUWWIHVYVDAXCT-UHFFFAOYSA-N	Caspase 3 Inhibitors;Ubiquitin Carboxyl-terminal Hydrolase Inhibitors;Cathepsin B Inhibitors	CTSB	1508	9606	Homo sapiens
HUWWIHVYVDAXCT-UHFFFAOYSA-N	Caspase 3 Inhibitors;Ubiquitin Carboxyl-terminal Hydrolase Inhibitors;Cathepsin B Inhibitors	USP8	9101	9606	Homo sapiens
YJGVMLPVUAXIQN-HAEOHBJNSA-N	CASP3 activator;apoptosis inhibitor;IGF1R inhibitor;IGF-1R Inhibitors;Caspase 3 Activators;Apoptosis Inducers	CASP3	836	9606	Homo sapiens
YJGVMLPVUAXIQN-HAEOHBJNSA-N	CASP3 activator;apoptosis inhibitor;IGF1R inhibitor;IGF-1R Inhibitors;Caspase 3 Activators;Apoptosis Inducers	IGF1R	3480	9606	Homo sapiens
ZGLXUQQMLLIKAN-SVIJTADQSA-N	Cyclooxygenase-2 Inhibitors;Non-Steroidal Antiinflammatory Drugs;Angiogenesis Inhibitors	CASP3	836	9606	Homo sapiens
ZGLXUQQMLLIKAN-SVIJTADQSA-N	Cyclooxygenase-2 Inhibitors;Non-Steroidal Antiinflammatory Drugs;Angiogenesis Inhibitors	PTGS2	5743	9606	Homo sapiens
RZEKVGVHFLEQIL-UHFFFAOYSA-N	Cyclooxygenase-2 Inhibitors;Angiogenesis Inhibitors;"Cyclooxygenase-2 Inhibitors;Angiogenesis Inhibitors"	PTGS2	5743	9606	Homo sapiens
RZEKVGVHFLEQIL-UHFFFAOYSA-N	Cyclooxygenase-2 Inhibitors;Angiogenesis Inhibitors;"Cyclooxygenase-2 Inhibitors;Angiogenesis Inhibitors"	SC5D	6309	9606	Homo sapiens
RZEKVGVHFLEQIL-UHFFFAOYSA-N	Cyclooxygenase-2 Inhibitors;Angiogenesis Inhibitors;"Cyclooxygenase-2 Inhibitors;Angiogenesis Inhibitors"	CASP3	836	9606	Homo sapiens
VDHAWDNDOKGFTD-MRXNPFEDSA-N	Calcium-Sensing Receptor (CaSR) Agonists	CASR	846	9606	Homo sapiens
STKOFLRHQQCLDD-UHFFFAOYSA-N	Calcium-Sensing Receptor (CaSR) Antagonists	CASR	846	9606	Homo sapiens
WNUBXSUKNMGDHX-UHFFFAOYSA-N	Calcium-Sensing Receptor (CaSR) Antagonists;Parathyroid Hormone Secretion Stimulants	CASR	846	9606	Homo sapiens
RXVZJHDMMKTKDR-UHFFFAOYSA-N	Calcium-Sensing Receptor (CaSR) Antagonists;Parathyroid Hormone Secretion Stimulants	CASR	846	9606	Homo sapiens
AMLKCBXPVBOXAU-UHFFFAOYSA-N	Calcium-Sensing Receptor (CaSR) Antagonists;Parathyroid Hormone Secretion Stimulants	CASR	846	9606	Homo sapiens
XNEWILNREVDHDJ-UHFFFAOYSA-N	Calcium-Sensing Receptor (CaSR) Antagonists;Parathyroid Hormone Secretion Stimulants	CASR	846	9606	Homo sapiens
VQTHMGSYEABTGU-UHFFFAOYSA-N	Calcium-Sensing Receptor (CaSR) Antagonists;Parathyroid Hormone Secretion Stimulants	CASR	846	9606	Homo sapiens
HNXCBYBLDPXLMN-UHFFFAOYSA-N	Calcium-Sensing Receptor (CaSR) Antagonists;Parathyroid Hormone Secretion Stimulants	CASR	846	9606	Homo sapiens
IEKOTSCYBBDIJC-UHFFFAOYSA-N	CCK1 (CCKA) Antagonists	CCKAR	886	9606	Homo sapiens
NFHRQQKPEBFUJK-HSZRJFAPSA-N	CCK1 (CCKA) Antagonists	CCKAR	886	9606	Homo sapiens
KDFQABSFVYLGPM-QFIPXVFZSA-N	CCK2 (CCKB/Gastrin) Antagonists	CCKBR	887	9606	Homo sapiens
DGMKFQYCZXERLX-UHFFFAOYSA-N	CCK2 (CCKB/Gastrin) Antagonists	CCKBR	887	9606	Homo sapiens
GXPHKUHSUJUWKP-UHFFFAOYSA-N	Insulin Sensitizers;PPARgamma Agonists;CCL2 Expression Inhibitors;EGR1 Expression Enhancers	PPARG	5468	9606	Homo sapiens
GXPHKUHSUJUWKP-UHFFFAOYSA-N	Insulin Sensitizers;PPARgamma Agonists;CCL2 Expression Inhibitors;EGR1 Expression Enhancers	CCL2	6347	9606	Homo sapiens
KDKUVYLMPJIGKA-UHFFFAOYSA-N	Antimitotic Drugs;Apoptosis Inducers;Aurora Kinase Inhibitors;CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;Inhibitors of Signal Transduction Pathways	CDK1	983	9606	Homo sapiens
KDKUVYLMPJIGKA-UHFFFAOYSA-N	Antimitotic Drugs;Apoptosis Inducers;Aurora Kinase Inhibitors;CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;Inhibitors of Signal Transduction Pathways	CDK2	1017	9606	Homo sapiens
KDKUVYLMPJIGKA-UHFFFAOYSA-N	Antimitotic Drugs;Apoptosis Inducers;Aurora Kinase Inhibitors;CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;Inhibitors of Signal Transduction Pathways	AURKA	6790	9606	Homo sapiens
KDKUVYLMPJIGKA-UHFFFAOYSA-N	Antimitotic Drugs;Apoptosis Inducers;Aurora Kinase Inhibitors;CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;Inhibitors of Signal Transduction Pathways	CCNA1	8900	9606	Homo sapiens
HPTMTYKYKUKYCQ-UHFFFAOYSA-N	CDK1/2 inhibitor	CCNA1	8900	9606	Homo sapiens
KOODMIUJLQTAQY-UHFFFAOYSA-N	CDK inhibitor	CDK2	1017	9606	Homo sapiens
KOODMIUJLQTAQY-UHFFFAOYSA-N	CDK inhibitor	CCNA1	8900	9606	Homo sapiens
YUTLWCQIOXIPAP-UHFFFAOYSA-N	CDK inhibitor	CDK2	1017	9606	Homo sapiens
YUTLWCQIOXIPAP-UHFFFAOYSA-N	CDK inhibitor	CCNA1	8900	9606	Homo sapiens
CXQRKICWSCAUGW-UHFFFAOYSA-N	CDK inhibitor	CDK2	1017	9606	Homo sapiens
CXQRKICWSCAUGW-UHFFFAOYSA-N	CDK inhibitor	CCNA1	8900	9606	Homo sapiens
MTKCOKFSICWGPP-UHFFFAOYSA-N	CDK inhibitor	CDK2	1017	9606	Homo sapiens
MTKCOKFSICWGPP-UHFFFAOYSA-N	CDK inhibitor	CDK4	1019	9606	Homo sapiens
MTKCOKFSICWGPP-UHFFFAOYSA-N	CDK inhibitor	CCNA1	8900	9606	Homo sapiens
HQHSJJZIICGOIX-UHFFFAOYSA-N	CDK inhibitors	CDK2	1017	9606	Homo sapiens
HQHSJJZIICGOIX-UHFFFAOYSA-N	CDK inhibitors	CDK9	1025	9606	Homo sapiens
HQHSJJZIICGOIX-UHFFFAOYSA-N	CDK inhibitors	DYRK1A	1859	9606	Homo sapiens
HQHSJJZIICGOIX-UHFFFAOYSA-N	CDK inhibitors	CCNA1	8900	9606	Homo sapiens
HQHSJJZIICGOIX-UHFFFAOYSA-N	CDK inhibitors	CCNB2	9133	9606	Homo sapiens
HQHSJJZIICGOIX-UHFFFAOYSA-N	CDK inhibitors	ROCK2	9475	9606	Homo sapiens
HQHSJJZIICGOIX-UHFFFAOYSA-N	CDK inhibitors	CCNB3	85417	9606	Homo sapiens
UTBSBSOBZHXMHI-CABCVRRESA-N	CDK inhibitor	CDK1	983	9606	Homo sapiens
UTBSBSOBZHXMHI-CABCVRRESA-N	CDK inhibitor	CDK2	1017	9606	Homo sapiens
UTBSBSOBZHXMHI-CABCVRRESA-N	CDK inhibitor	CCNA1	8900	9606	Homo sapiens
UTBSBSOBZHXMHI-CABCVRRESA-N	CDK inhibitor	CCNB2	9133	9606	Homo sapiens
UTBSBSOBZHXMHI-CABCVRRESA-N	CDK inhibitor	CCNB3	85417	9606	Homo sapiens
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CDK inhibitors	CDK2	1017	9606	Homo sapiens
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CDK inhibitors	CDK5R1	8851	9606	Homo sapiens
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CDK inhibitors	CCNA1	8900	9606	Homo sapiens
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CDK inhibitors	CCNB2	9133	9606	Homo sapiens
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CDK inhibitors	CCNE2	9134	9606	Homo sapiens
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CDK inhibitors	CCNB3	85417	9606	Homo sapiens
PMXCMJLOPOFPBT-HNNXBMFYSA-N	CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;CDK2/Cyclin E Inhibitors;CDK4/Cyclin D1 Inhibitors;CDK5 Inhibitors;Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase (DYRK) Inhibitors	CHUK	1147	9606	Homo sapiens
PMXCMJLOPOFPBT-HNNXBMFYSA-N	CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;CDK2/Cyclin E Inhibitors;CDK4/Cyclin D1 Inhibitors;CDK5 Inhibitors;Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase (DYRK) Inhibitors	CCNA1	8900	9606	Homo sapiens
PMXCMJLOPOFPBT-HNNXBMFYSA-N	CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;CDK2/Cyclin E Inhibitors;CDK4/Cyclin D1 Inhibitors;CDK5 Inhibitors;Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase (DYRK) Inhibitors	CCNB2	9133	9606	Homo sapiens
PMXCMJLOPOFPBT-HNNXBMFYSA-N	CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;CDK2/Cyclin E Inhibitors;CDK4/Cyclin D1 Inhibitors;CDK5 Inhibitors;Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase (DYRK) Inhibitors	CCNE2	9134	9606	Homo sapiens
PMXCMJLOPOFPBT-HNNXBMFYSA-N	CDK1/Cyclin B Inhibitors;CDK2/Cyclin A Inhibitors;CDK2/Cyclin E Inhibitors;CDK4/Cyclin D1 Inhibitors;CDK5 Inhibitors;Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase (DYRK) Inhibitors	CCNB3	85417	9606	Homo sapiens
BIIVYFLTOXDAOV-YVEFUNNKSA-N	CDK9 inhibitor	CDK9	1025	9606	Homo sapiens
BIIVYFLTOXDAOV-YVEFUNNKSA-N	CDK9 inhibitor	CCNB2	9133	9606	Homo sapiens
WXUWYRZLSHTUDA-UHFFFAOYSA-N	CDK inhibitors	CCNB2	9133	9606	Homo sapiens
WXUWYRZLSHTUDA-UHFFFAOYSA-N	CDK inhibitors	CCNB3	85417	9606	Homo sapiens
DWLMLPCWSGBXMZ-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CCND1	595	9606	Homo sapiens
DWLMLPCWSGBXMZ-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CCNE1	898	9606	Homo sapiens
DWLMLPCWSGBXMZ-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CDK2	1017	9606	Homo sapiens
DWLMLPCWSGBXMZ-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CDK4	1019	9606	Homo sapiens
SEAKDKTVXBDRHV-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CCND1	595	9606	Homo sapiens
SEAKDKTVXBDRHV-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CCNE1	898	9606	Homo sapiens
SEAKDKTVXBDRHV-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CDK2	1017	9606	Homo sapiens
SEAKDKTVXBDRHV-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	CDK4	1019	9606	Homo sapiens
SEAKDKTVXBDRHV-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	PRKCH	5583	9606	Homo sapiens
SEAKDKTVXBDRHV-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;CDK2/Cyclin E Inhibitors;Protein Kinase C (PKC) Inhibitors	PRKCZ	5590	9606	Homo sapiens
WYQIPCUPNMRAKP-UHFFFAOYSA-O	CDK6 Inhibitors;DNA-Intercalating Drugs;CDK4/Cyclin D1 Inhibitors;CDC25B Inhibitors	CCND1	595	9606	Homo sapiens
WYQIPCUPNMRAKP-UHFFFAOYSA-O	CDK6 Inhibitors;DNA-Intercalating Drugs;CDK4/Cyclin D1 Inhibitors;CDC25B Inhibitors	CDK4	1019	9606	Homo sapiens
WYQIPCUPNMRAKP-UHFFFAOYSA-O	CDK6 Inhibitors;DNA-Intercalating Drugs;CDK4/Cyclin D1 Inhibitors;CDC25B Inhibitors	CDK6	1021	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	CCND1	595	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	CDK4	1019	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	PRKCG	5582	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	PRKCH	5583	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	PRKCI	5584	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	PRKCZ	5590	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	RPS6KA1	6195	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	RPS6KA2	6196	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	RPS6KA3	6197	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	RPS6KB2	6199	9606	Homo sapiens
QMGUOJYZJKLOLH-UHFFFAOYSA-N	CDK4/Cyclin D1 Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;Protein Kinase C (PKC) Inhibitors	LRRK2	120892	9606	Homo sapiens
QKRVSWPBAOCWHY-UHFFFAOYSA-N	CDK inhibitors	CCND2	894	9606	Homo sapiens
QKRVSWPBAOCWHY-UHFFFAOYSA-N	CDK inhibitors	CCND3	896	9606	Homo sapiens
GHESWKCVPRIYLS-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
GHESWKCVPRIYLS-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
GHESWKCVPRIYLS-UHFFFAOYSA-N	CDK Inhibitors	CDK6	1021	9606	Homo sapiens
ZPGVLDQXMSGLHG-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
ZPGVLDQXMSGLHG-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
VDDZMXQAZJMGPK-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
VDDZMXQAZJMGPK-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
RNPWPESLLCUROD-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
RNPWPESLLCUROD-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
NXNGLEYSIAXGCL-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
NXNGLEYSIAXGCL-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
QINRQIZOBCQKAZ-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
QINRQIZOBCQKAZ-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
FWFSAHWQTKFKBC-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
FWFSAHWQTKFKBC-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
PFDUBQQHEHJNQX-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
PFDUBQQHEHJNQX-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
XLVOWGDFXAVSFE-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
XLVOWGDFXAVSFE-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
WGUCZWYLSKPURM-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
WGUCZWYLSKPURM-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
BJXPIIDUCADEKU-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
BJXPIIDUCADEKU-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
HKGVZNNJDXEJQC-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
HKGVZNNJDXEJQC-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
RNYUFDKLBWLNCR-UHFFFAOYSA-N	CDK Inhibitors	CCND2	894	9606	Homo sapiens
RNYUFDKLBWLNCR-UHFFFAOYSA-N	CDK Inhibitors	CCND3	896	9606	Homo sapiens
QLNAEPZXTGNWCX-UHFFFAOYSA-N	Inhibitor of Aurora	CDK2	1017	9606	Homo sapiens
QLNAEPZXTGNWCX-UHFFFAOYSA-N	Inhibitor of Aurora	AURKA	6790	9606	Homo sapiens
QLNAEPZXTGNWCX-UHFFFAOYSA-N	Inhibitor of Aurora	CCNE2	9134	9606	Homo sapiens
CPJICALSLDLRJP-UHFFFAOYSA-N	CDK Inhibitors	CDK2	1017	9606	Homo sapiens
CPJICALSLDLRJP-UHFFFAOYSA-N	CDK Inhibitors	CCNE2	9134	9606	Homo sapiens
GAKKPKBEHVIOLH-UHFFFAOYSA-N	CDK Inhibitor;Pan Kinase Inhibitor	CDK2	1017	9606	Homo sapiens
GAKKPKBEHVIOLH-UHFFFAOYSA-N	CDK Inhibitor;Pan Kinase Inhibitor	CCNE2	9134	9606	Homo sapiens
YEQJVHQCUDMXFG-FHZYATBESA-N	Chemokine CCR1 Antagonists	CCR1	1230	9606	Homo sapiens
XQYASZNUFDVMFH-CQSZACIVSA-N	Chemokine CCR1 Antagonists	CCR1	1230	9606	Homo sapiens
DUFKTZBQJIHIAQ-VGZDNEPHSA-N	Chemokine CCR1 Antagonists	CCR1	1230	9606	Homo sapiens
LNLBXZVRJITCST-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CC Antagonists;"Antiinflammatory Drugs;Chemokine CC Antagonists"	CCR6	1235	9606	Homo sapiens
LNLBXZVRJITCST-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CC Antagonists;"Antiinflammatory Drugs;Chemokine CC Antagonists"	CCR7	1236	9606	Homo sapiens
LNLBXZVRJITCST-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CC Antagonists;"Antiinflammatory Drugs;Chemokine CC Antagonists"	CCR8	1237	9606	Homo sapiens
LNLBXZVRJITCST-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CC Antagonists;"Antiinflammatory Drugs;Chemokine CC Antagonists"	CCR10	2826	9606	Homo sapiens
LNLBXZVRJITCST-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CC Antagonists;"Antiinflammatory Drugs;Chemokine CC Antagonists"	CX3CR1	1524	9606	Homo sapiens
SYTQCBZULZYSSV-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CCR1 Antagonists	CCR6	1235	9606	Homo sapiens
SYTQCBZULZYSSV-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CCR1 Antagonists	CCR7	1236	9606	Homo sapiens
SYTQCBZULZYSSV-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CCR1 Antagonists	CCR8	1237	9606	Homo sapiens
SYTQCBZULZYSSV-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CCR1 Antagonists	CCR10	2826	9606	Homo sapiens
SYTQCBZULZYSSV-UHFFFAOYSA-N	Antiinflammatory Drugs;Chemokine CCR1 Antagonists	CX3CR1	1524	9606	Homo sapiens
BBRSCGBAIAKATH-UHFFFAOYSA-N	Chemokine CCR2B Receptor Antagonists	CCR2	729230	9606	Homo sapiens
NMEKVOIWAJHKSG-REYBDVSVSA-N	Chemokine CCR2 (MCP-1 Receptor) Antagonists;Chemokine CCR5 Antagonists	CCR5	1234	9606	Homo sapiens
NMEKVOIWAJHKSG-REYBDVSVSA-N	Chemokine CCR2 (MCP-1 Receptor) Antagonists;Chemokine CCR5 Antagonists	CCR2	729230	9606	Homo sapiens
JAXBMKIHTZGIMY-FMQCOBDLSA-N	Chemokine CCR2 (MCP-1 Receptor) Antagonists;Chemokine CCR5 Antagonists	CCR5	1234	9606	Homo sapiens
JAXBMKIHTZGIMY-FMQCOBDLSA-N	Chemokine CCR2 (MCP-1 Receptor) Antagonists;Chemokine CCR5 Antagonists	CCR2	729230	9606	Homo sapiens
ZVHMJDWHTKULHY-ZDUSSCGKSA-N	Chemokine CCR3 Antagonists	CCR3	1232	9606	Homo sapiens
MSTOPLWRMNGDRS-INIZCTEOSA-N	Chemokine CCR3 Antagonists	CCR3	1232	9606	Homo sapiens
FFAJBRIJPGOECU-INIZCTEOSA-N	Chemokine CCR3 Antagonists	CCR3	1232	9606	Homo sapiens
RNYPICBYZMHNQT-UHFFFAOYSA-N	Chemokine CCR4 Antagonists	CCR4	1233	9606	Homo sapiens
QNKLFDFMOINNIW-UHFFFAOYSA-N	Chemokine CCR4 Antagonists	CCR4	1233	9606	Homo sapiens
DDVVRHNNOPQPGB-UHFFFAOYSA-N	Chemokine CCR5 Antagonists	CCR5	1234	9606	Homo sapiens
VUUCDNZACXXJSO-UHFFFAOYSA-N	CDK4 Inhibitors	CCND3	896	9606	Homo sapiens
VUUCDNZACXXJSO-UHFFFAOYSA-N	CDK4 Inhibitors	CDK4	1019	9606	Homo sapiens
VUUCDNZACXXJSO-UHFFFAOYSA-N	CDK4 Inhibitors	CCNA1	8900	9606	Homo sapiens
VUUCDNZACXXJSO-UHFFFAOYSA-N	CDK4 Inhibitors	CCNB2	9133	9606	Homo sapiens
VUUCDNZACXXJSO-UHFFFAOYSA-N	CDK4 Inhibitors	CCNB3	85417	9606	Homo sapiens
XNHZXMPLVSJQFK-UHFFFAOYSA-O	Chemokine CXCR3 Antagonists;HIV Attachment Inhibitors;Chemokine CCR5 Antagonists	CCR5	1234	9606	Homo sapiens
XNHZXMPLVSJQFK-UHFFFAOYSA-O	Chemokine CXCR3 Antagonists;HIV Attachment Inhibitors;Chemokine CCR5 Antagonists	CXCR3	2833	9606	Homo sapiens
XNHZXMPLVSJQFK-UHFFFAOYSA-O	Chemokine CXCR3 Antagonists;HIV Attachment Inhibitors;Chemokine CCR5 Antagonists	CCR2	729230	9606	Homo sapiens
ZQGHKUXYQHDKBP-UHFFFAOYSA-N	Chemokine CCR9 Receptor Antagonists	CCR9	10803	9606	Homo sapiens
TXZRKKQUOSAZKF-UHFFFAOYSA-N	Chemokine CCR9 Receptor Ligands	CCR9	10803	9606	Homo sapiens
VDDALHSBRYGZDW-UHFFFAOYSA-N	Protein Kinase C (PKC) Inhibitors	PRKCA	5578	9606	Homo sapiens
VDDALHSBRYGZDW-UHFFFAOYSA-N	Protein Kinase C (PKC) Inhibitors	PRKCQ	5588	9606	Homo sapiens
OKSSCZFPRININV-UHFFFAOYSA-N		PRKCQ	5588	9606	Homo sapiens
LXMUDYGEHZVOAZ-UHFFFAOYSA-N	CD80 (B7-1) Inhibitors	CD80	941	9606	Homo sapiens
LXMUDYGEHZVOAZ-UHFFFAOYSA-N	CD80 (B7-1) Inhibitors	CD28	940	9606	Homo sapiens
DKXHSOUZPMHNIZ-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Cell Division Cycle 7-Related Protein Kinase (CDC7) Inhibitors	CDC7	8317	9606	Homo sapiens
YUCMWAUBTFDJIZ-CTYIDZIISA-N	Tyrosine Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Protein Kinase C (PKC) Inhibitors	CDK1	983	9606	Homo sapiens
