cmpd_sample_id	inchi_key	smiles	cas_number	moa
CC-15-HU70	BYXZFAIHAQVBAH-XYOKQWHBSA-N	O=C(O)CNC(=O)/C(=C\\c1cccc(Br)c1)NC(=O)c1ccco1		ADAM12 gene inhibitor
KE-02-TK48	BYYQYXVAWXAYQC-IBGZPJMESA-N	CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1	148451-96-1	TACR1 antagonist
GB-16-SU72	BZCALJIHZVNMGJ-HSZRJFAPSA-N	Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1	1000413-72-8	Free Fatty Acid Receptor 1 (FFAR1; GPR40) Agonists
S0-EE-Y7IR	BZFGYHOKTSIEDA-VMPREFPWSA-N	C=CCN1CC(=O)N2[C@@H](Cc3ccc(OP(=O)(O)O)cc3)C(=O)N(Cc3cccc4cn(C)nc34)C[C@@H]2N1C(=O)NCc1ccccc1		Wnt signaling inhibitor, Inhibitor of beta-catenin/TCF transcription
AF-81-IV73	BZKPWHYZMXOIDC-UHFFFAOYSA-N	CC(=O)Nc1nnc(S(N)(=O)=O)s1	124442-28-0	Carbonic Anhydrase Type II Inhibitors;Carbonic Anhydrase Type XIII Inhibitors;Carbonic Anhydrase Type VI Inhibitors;Carbonic Anhydrase Type XIV Inhibitors;Carbonic Anhydrase Type XV Inhibitors
CF-50-MN16	BZMKNPGKXJAIDV-VAWYXSNFSA-N	CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O	128312-51-6	CYSLTR1 antagonist
ME-77-TQ29	BZVVANAWXKAZCB-UHFFFAOYSA-N	CC(C)(CCC(C)(C)NCc1ccccc1O)NCc1ccccc1O	67360-01-4	TRPA1 Antagonists
BE-04-AN21	BZZYIHQWCXHSMZ-FMSKOOSDSA-N	COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCNC(=O)C4)CC3)cc1)C(=O)C2		Mdm2 p53-binding protein inhibitor
DA-77-II31	CACMCLIHCDTJHL-IDTAVKCVSA-N	CCNC(=O)NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O		Dual PRMT5 and PRMT7 inhibitor
EF-30-GD67	CAOSCCRYLYQBES-UHFFFAOYSA-N	O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O	931398-72-0	EGLN1 inhibitor;EGLN1 gene inhibitor;EGLN1 inhibitor;EGLN1 gene inhibitor
WB-43-IC00	CAOTVXGYTWCKQE-UHFFFAOYSA-N	O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2	915385-81-8	Sphingosine Kinase 2 (SphK2) Inhibitors;Angiogenesis Inhibitors
CE-09-HG76	CBEQULMOCCWAQT-WOJGMQOQSA-N	Cc1ccc(/C(=C\\CN2CCCC2)c2ccccn2)cc1	10191-42-1	HRH1 antagonist
AE-94-OX50	CBOJJLBUFHIFCB-UHFFFAOYSA-N	CN1CCN(C(=O)Cn2c(=O)c3ccccc3n(CC(=O)Nc3cc(Cl)nc(Cl)c3)c2=O)CC1	1052722-94-7	S1PR2 antagonist;S1PR4 antagonist
JA-32-HE94	CBSRETZPFOBWNG-UCORVYFPSA-N	N[C@H]1C[C@@H](C(=O)O)CC1=C(F)F	640897-20-7	Covalent inhibitor of GABA aminotransferase
CF-02-MS93	CCAWRGNYALGPQH-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1	1432660-47-3	Isocitrate Dehydrogenase (NADP+) (IDPm, IDH2) (Arg140Gln Mutant) Inhibitors
QC-22-LC33	CDIHUCDJCVAPSM-UHFFFAOYSA-N	O=C(Nc1ccc(C(=O)N2CCCCC2)cc1)c1ccc(F)cc1		
CA-53-TT18	CDJNNOJINJAXPV-UHFFFAOYSA-N	Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1ccnc(N2CCN(C3CC3)CC2)c1	1227158-85-1	HIF-1 inhibitor;HIF target gene expression suppressor
AE-94-ZD47	CDMGBJANTYXAIV-UHFFFAOYSA-N	C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1	152121-47-6	Stress-Activated Protein (SAP/Jun) Kinase Inhibitors;Calcium Channel Activators;p38 MAPK Inhibitors
VE-33-MT21	CDOOFZZILLRUQH-GDLZYMKVSA-N	Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@@H]3C(=O)N(C)CCN3C)cc2)n1	1133432-46-8	Bruton's Tyrosine Kinase (BTK) Inhibitors
FE-56-PV35	CDOVNWNANFFLFJ-UHFFFAOYSA-N	c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1	1062368-24-4	Activin Receptor Like Kinase 3 (ALK3 BMPR-IA) Inhibitors;Activin Receptor Like Kinase 2 (ALK2 ActR-IA) Inhibitors
DB-33-TM61	CDOZDBSBBXSXLB-UHFFFAOYSA-N	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21	1094-08-2	NMDA Antagonists;Butyrylcholinesterase Inhibitors
ID-26-HX79	CDQUJZKBRAFWNG-UHFFFAOYSA-N	O=[N+]([O-])c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12	1422955-31-4	HIF-2;HIF-2 Inhibitor
FF-01-OH44	CDSXVXMUMRBIGJ-UHFFFAOYSA-N	Cc1cc(NCc2c(Cl)ccc(Cl)c2Cl)c2cccc(C(N)=O)c2n1		CD38 inhibitor
AC-47-YZ27	CEDLXWRFEZCVEU-INIZCTEOSA-N	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)CC(C)C)c3)cc12		CDC-like kinase-2 inhibitors
DA-17-XI26	CEGSUKYESLWKJP-UHFFFAOYSA-N	c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1	881202-16-0	MDM2 (hdm2) Inhibitors
FE-49-VJ28	CEIJFEGBUDEYSX-FZDBZEDMSA-N	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1	112457-95-1	5-HT1A Receptor Agonists
PC-68-HN64	CEKYOUIQCZPVSY-UHFFFAOYSA-N	COc1cc(-c2cnc(N)c(-c3nc4cc(F)ccc4[nH]3)n2)ccc1OCCN1CCCC1	1100094-16-3	HGFR (MET;c-Met) Inhibitors;AXL Kinase Inhibitors
BA-44-WG29	CEMAWMOMDPGJMB-UHFFFAOYSA-N	C=CCOc1ccccc1OCC(O)CNC(C)C	22972-96-9	beta-Adrenoceptor Antagonists
IC-08-NY46	CEUDWZXMLMKPNN-SOFGYWHQSA-N	CC(=O)N(O)C/C=C/c1cccc(Oc2ccccc2)c1		
RD-92-QT24	CEUMAXLRGBKFQP-UHFFFAOYSA-N	Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1		
BC-19-GQ25	CEUORZQYGODEFX-UHFFFAOYSA-N	O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1	1026778-41-5	Dopamine D2 Receptor Partial Agonists;5-HT1A Receptor Partial Agonists;ADRA1B gene inhibitor;HTR2A gene inhibitor
FB-13-ES60	CFBUZOUXXHZCFB-OYOVHJISSA-N	COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1	153259-65-5	IL-12 Production Inhibitors;Phosphodiesterase IV Inhibitors;TNF-alpha Production Inhibitors;IL-1beta Production Inhibitors
IA-00-RJ06	CFHPNABTZSOBQJ-UHFFFAOYSA-N	Cc1cccc(NC(=N)N=C(N)N)c1	19579-42-1	5-HT3 receptor agonist
SD-15-WR01	CFKHTEWRARJPEJ-SNVBAGLBSA-N	C[C@@](O)(C(=O)Nc1ccc(C(=O)O)cc1Cl)C(F)(F)F	243982-49-2	Pyruvate Dehydrogenase Kinase (PDHK;PDK) Inhibitors
BF-49-IA57	CFMZSMGAMPBRBE-UHFFFAOYSA-N	O=C1c2ccccc2C(=O)N1O	3229-40-1	Ribonucleoside-Diphosphate Reductase Inhibitors
DD-82-HB82	CFOOTBBXHJHHMT-UHFFFAOYSA-N	CC(C)N1CCC(c2ccccc2)(c2ccccc2)CC1	31314-38-2	
BB-75-YK01	CFOTUZHUTFRFQA-UHFFFAOYSA-N	O=C1OC2CN1CCC2OCc1ccccc1		
LA-86-XT29	CFSOJZTUTOQNIA-UHFFFAOYSA-N	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2	91917-65-6	GABA(A) BZ Site Receptor Inverse Agonists
FE-27-XB49	CGDZXLJGHVKVIE-DNVCBOLYSA-N	O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1	781649-09-0	CGRP antagonist;Calcitonin gene peptide ligand inhibitor;CGRP antagonist;Calcitonin gene peptide ligand inhibitor
BA-41-QF30	CGGOJJPTDGHQBH-UHFFFAOYSA-N	O=C(Cc1ccccc1)NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O		
BC-95-MO06	CGIGDMFJXJATDK-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	28751-45-3	Cyclooxygenase-3 Inhibitors;Cyclooxygenase-1 Inhibitors;Cyclooxygenase-2 Inhibitors;Non-Steroidal Antiinflammatory Drugs
BD-69-XG81	CGSGRJNIABXQJQ-CAAOHEDASA-N	C=C(C)[C@@]12OC3(/C=C/C=C/CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1	60195-70-2	DNA topoisomerase I inhibitor;PKC activator;Protein kinase C alpha stimulator
DE-81-PO11	CGWBJJZOKGZCSJ-UHFFFAOYSA-N	CCCOc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1		N-Ac Lysine competitive CREBBP/EP300 inhibitor
ME-14-LE68	CGWOMXNQGSNOHL-UHFFFAOYSA-N	Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1	129852-40-0	Tyrosine Kinase Inhibitors
MD-91-HM15	CGYJGYNVEBFJEL-AWRGLXIESA-N	CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2cccnc2)CC1		MMP-9 (Gelatinase B) Inhibitors
GC-35-PT27	CHAYRPTYNSHELC-JCYRPKCISA-N	CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccccc2)CC1		MMP-9 (Gelatinase B) Inhibitors
ZE-53-LS38	CHDGNNAJDRBUIH-UHFFFAOYSA-N	c1ccc(C(NCCNC2c3ccccc3-c3ccccc32)c2ccccc2)cc1		
LB-65-SM65	CHILCFMQWMQVAL-UHFFFAOYSA-N	O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O	634914-41-3	IKK-2 (IKK-beta) Inhibitors;NF-kappaB (NFKB) Activation Inhibitors
AF-42-MP86	CHMSTEQGSHSXDA-UHFFFAOYSA-N	O=C(Nc1ccc(-c2nc3cc(NC(=O)C4CC4)ccc3[nH]2)cc1)C1CC1		
FA-02-RV60	CHNUOJQWGUIOLD-SMTGYRLFSA-N	CC(=C\\c1ccccc1)/C=C1/SC(=S)N(CC(=O)O)C1=O	82159-09-9	Aldose Reductase Inhibitors
EB-92-TL51	CIJVRWOHLBHSJS-UHFFFAOYSA-N	COc1ccccc1C(=O)Nc1cc(Cl)ccc1O		
BD-18-MM33	CITNMKKLNPYCDV-OVCLIPMQSA-N	O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1)NO		Histone Deacetylase (HDAC) Inhibitors
GC-86-TD91	CJAWPFJGFFNXQI-UHFFFAOYSA-N	Clc1cncc(N2CCNCC2)n1	61655-58-1	5-HT2C Agonists
EA-95-OQ30	CJJOSEISRRTUQB-UHFFFAOYSA-N	COP(=S)(OC)SCn1nnc2ccccc2c1=O		
JF-55-EN33	CJLMANFTWLNAKC-UHFFFAOYSA-N	COc1cc(-c2cc(-c3cccc(O)c3)cnc2N)cc(OC)c1OC	1431985-92-0	ACVRL1 gene inhibitor
AC-20-SO29	CJOFXWAVKWHTFT-XSFVSMFZSA-N	COCCCC/C(=N\\OCCN)c1ccc(C(F)(F)F)cc1	54739-18-3	5-HT Reuptake Inhibitors
PB-18-HD85	CKCSOMMBIPJYSG-UHFFFAOYSA-N	COc1cc2nc(CN3CC=C(c4ccccc4)CC3)[nH]c(=O)c2cc1OC		
OA-80-YT10	CKFRXCBNKKOFGO-IGEOTXOUSA-N	C[C@H]1CC(=O)Nc2cc(C(=O)NCCC3CC3)ccc2N1C(=O)N1CC2CC2C1		
MA-58-RR04	CKLGZXFOLMHCMC-UHFFFAOYSA-N	COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc32)cc1	1160247-92-6	M5 positive allosteric modulator
BB-01-IO76	CKLJMWTZIZZHCS-REOHCLBHSA-N	N[C@@H](CC(=O)O)C(=O)O		
HA-30-KD77	CKNAQFVBEHDJQV-UHFFFAOYSA-N	Cc1c(-c2cnccn2)ssc1=S	64224-21-1	AMPK Activator;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;S6K1 Inhibitor
MD-06-ZJ05	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1		
HC-38-KI38	CLEDYXXBPZCGOA-WDNCENIBSA-N	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1cncc(Oc2ccc(F)cc2)c1)C1CCCCC1	1005342-49-3	Inhibitor of Apoptosis Proteins (IAP) Inhibitors;Apoptosis Inducers
EB-33-ZP53	CLGRAWDGLMENOD-UHFFFAOYSA-N	CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1	1260181-14-3	Jak3 tyrosine kinase inhibitor
DC-22-HS83	CLPFFLWZZBQMAO-CQSZACIVSA-N	N#Cc1ccc([C@H]2CCCc3cncn32)cc1	102676-87-9	Cytochrome P450 11B2 (Aldosterone Synthase) Inhibitors
EE-32-EY37	CMCWWLVWPDLCRM-UHFFFAOYSA-N	O=C1CCN(c2ccccc2)N1	14776-33-1	Cyclooxygenase (COX) Inhibitors;Lipoxygenase Inhibitors;Antioxidants
LD-67-CX31	CMDFESOYJXRUSW-UHFFFAOYSA-N	COc1ccccc1N1CCN(CCCn2nnc3ccccc32)CC1	156007-21-5	5-HT1A Receptor Antagonists;ADRA1B gene modulator
BC-85-QR33	CMJCXYNUCSMDBY-ZDUSSCGKSA-N	COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1	1269440-17-6	Mutant Raf kinase B Inhibitors
CE-39-DG56	CMNKCJOQYZYEJJ-HSZRJFAPSA-N	CCOC(=O)N1CCN(C(=O)CC[C@H](C(=O)NO)N(Cc2ccc3c(c2)OCO3)S(=O)(=O)c2c(C)cc(OC)c(C)c2C)CC1		Procollagen C-Proteinase Inhibitors
FD-37-GE41	CMSGWTNRGKRWGS-NQIIRXRSSA-N	CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC	262352-17-0	Cholesteryl Ester Transfer Protein (CETP) Inhibitors
EE-57-RZ27	CMWTZPSULFXXJA-VIFPVBQESA-N	COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	131991-52-1	Non-Steroidal Antiinflammatory Drugs
JA-42-NH96	CMYCCJYVZIMDFU-UHFFFAOYSA-N	C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1	161582-11-2	lanosterol synthetase inhibitor
HC-01-FD24	CNBOKXFMODKQCT-UHFFFAOYSA-N	CC(C)(O)Cn1cnc2c(N)nc3ccccc3c21		
BB-69-WN73	CNIKCJIPPYDKEJ-LGCWNYSLSA-O	O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2)Nc1ccon1		Muscarinic M1 Antagonists;Muscarinic M2 Antagonists;Muscarinic M3 Antagonists
CF-46-PR45	CNJGWCQEGROXEE-UHFFFAOYSA-N	O=C(O)c1cc(Cl)cc(Cl)c1O	106086-54-8	Aldo keto reductase 1C1 inhibitor
BC-56-WO88	CNNZLFXCUQLKOB-BMRADRMJSA-N	CO/N=C1/C=C(C#Cc2cccc(C)n2)CCC1		mgluR5 Antagonists
EF-20-MG69	COCYGNDCWFKTMF-UHFFFAOYSA-N	O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12	38183-03-8	TRKB Activators
EC-95-BQ25	COFOABYDLYTAJX-UHFFFAOYSA-N	CC(C(=O)O)c1ccc2c(c1)C(=O)c1ccccc1CS2		DNA Polymerase Inhibitors;ATPase Inhibitors
LD-96-DG13	COFVZFLCAOUMJT-OAQYLSRUSA-N	COc1cc2c(cc1OC)CN(C(=O)[C@@H](NCc1ccncc1)C(C)(C)C)CC2	1610882-30-8	HCRTR2 antagonist;Orexin OX-2 Antagonists
EE-66-OE89	COKMIXFXJJXBQG-NRFANRHFSA-N	CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O	1331911-68-2	Integrin binder;Integrin alpha-2/beta-3 antagonist
BC-43-JW95	COLNVLDHVKWLRT-QMMMGPOBSA-N	N[C@@H](Cc1ccccc1)C(=O)O		
IF-86-OK88	COQPVKMATNFNLG-UHFFFAOYSA-N	COc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1		mgluR1 Antagonists
MD-84-YS12	COTBDKMEUUNJTI-UHFFFAOYSA-N	Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)NC(=O)c3ccc(Cl)cc3Cl)cc2)n1	1267610-30-9	PCTP (StARD2) Inhibitor
DE-69-QQ25	COUMZXFUZDBRCZ-UHFFFAOYSA-N	COc1ccc(Cn2c3ncnc4c(ncn4Cc4ccc(OC)cc4)c-3nc2=O)cc1	1070773-09-9	DDX3X gene inhibitor
TD-09-SX65	CPJICALSLDLRJP-UHFFFAOYSA-N	Cc1nc(C)c(-c2ccnc(Nc3cccc(Cl)c3)n2)s1		CDK Inhibitors
HD-86-DD86	CPLWILRNNYRJLA-SWLSCSKDSA-N	Cc1c(CO)c2cnnc(OCc3ccc(F)cc3)c2n1C[C@H]1C[C@@H]1C		H+/K+-ATPase Inhibitors
CC-47-VS90	CPRAGQJXBLMUEL-UHFFFAOYSA-N	Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1	663619-89-4	PI3Kbeta inhibitor
ZB-92-PL24	CPZBLNMUGSZIPR-NVXWUHKLSA-N	O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2	1021481-16-2	5-HT3 Antagonists
FA-77-YL98	CQASZSQCUYWGME-CYBMUJFWSA-N	Nc1nccc(Sc2cnc(N3CCC4(CCC[C@H]4N)CC3)cn2)c1Cl		SHP2 allosteric inhibitor
EB-85-DG91	CQDWPOURVPAZAM-UHFFFAOYSA-N	N=C(N)NCCCCC(=O)NCC(=O)NC(CC(=O)O)c1cccnc1	181819-08-9	Inhibitors of Blood Coagulation Pathways;Integrin alphaIIbbeta3 (Fibrinogen gpIIb/IIIa) Antagonists;Integrin alphavbeta3 (Vitronectin) Antagonists
IF-23-HY54	CQGQVNKFCSRASR-UHFFFAOYSA-N	NS(=O)(=O)Oc1ccc(Cl)cc1	25998-89-4	Carbonic Anhydrase Type II Inhibitors;Carbonic Anhydrase Type I Inhibitors
BA-64-PX65	CQOVPNPJLQNMDC-ZETCQYMHSA-N	NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O		
GA-41-JD09	CQPMMSAANJNLLH-BDJLRTHQSA-N	C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)CCN1C(=O)c1ccc(C#N)cc1		Pyruvate Dehydrogenase Kinase (PDHK;PDK) Inhibitors
EF-80-OD07	CQVJHSRCERJIHG-UHFFFAOYSA-N	CN(c1nnc(-c2c(O)cc(-c3cn[nH]c3)c(F)c2F)s1)C1CC(C)(C)NC(C)(C)C1	1620515-56-1	splicing modulator
PE-00-US47	CQWDZNQKJPNNJB-SCRDCRAPSA-N	O=C(NC1=CC(=O)[C@]2(CO)O[C@@H]2[C@H]1O)c1cccc(Cl)c1O	200496-86-2	Histidine Decarboxylase Inhibitors;Antiinflammatory Drugs
BD-90-SE75	CQXADFVORZEARL-UHFFFAOYSA-N	C1COC(NC(C2CC2)C2CC2)=N1	207572-68-7	Imidazoline I1 Receptor Agonists
IF-81-QQ90	CRFFZGAVKNNBKJ-UHFFFAOYSA-N	CCCOc1ccc(NS(C)(=O)=O)cc1-c1nc2c(c(C)nn2C)c(=O)[nH]1	168464-34-4	Phosphodiesterase Inhibitors
RA-25-SB63	CRJDCNONHYCPDW-UHFFFAOYSA-N	N=C(N)c1ccc(CNC(=O)c2cnn(Cc3ccc4ccccc4c3)c2)cc1		Known PlasmaKallikrein inhibitor
AB-07-AZ97	CRXJBISLCDTJDM-UHFFFAOYSA-N	O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1		Pyruvate Kinase Isozyme M2 (PKM2) Activators
BD-60-XA25	CRZZRJJSUJLGGC-UHFFFAOYSA-N	CCCn1c(-c2ccc(Nc3ccc(C)nc3)nc2)nc2cccc(Cl)c21		
CE-35-LA42	CSPZFLWZGHVAPG-UHFFFAOYSA-N	O=C(Nc1cc(-c2ccccc2)n[nH]1)n1ccc2cc(Oc3ncnc4c3CCNC4)ccc21		
OB-46-IM27	CTBNDZPQBKVVNM-UHFFFAOYSA-N	CC(=O)NCCNc1ncccc1-c1ccnc(Nc2cccc(Cl)c2)n1		
CF-26-ME34	CTDQKZGWJQNLIZ-UHFFFAOYSA-N	O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1	32585-54-9	15-Lipoxygenase Inhibitors
AD-86-ES28	CTEGQKDJTBWFHW-UHFFFAOYSA-N	COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl	886047-13-8	M4 positive allosteric modulator
BC-57-KZ72	CTESJDQKVOEUOY-UHFFFAOYSA-N	N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O	844499-71-4	AMP-Activated Protein Kinase (AMPK) Activators
JA-01-GQ75	CTNQAPPDQTYTHM-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccccc1C(=O)O	1566-81-0	Chloride Channel Blockers
BA-23-MC77	CTRLABGOLIVAIY-UHFFFAOYSA-N	NC(=O)N1c2ccccc2CC(=O)c2ccccc21	28721-07-5	Sodium Channel  Blockers
HE-99-KP87	CTXSAOLIPRDNRU-UHFFFAOYSA-N	Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O		
DE-93-IC37	CUGFLOKHGAUBLN-UHFFFAOYSA-N	O=C1Nc2ccc(C(=O)O)cc2/C1=N/Nc1ccccc1C(=O)O		Protein Tyrosine Phosphatase PTP-1B Inhibitors;Protein Tyrosine Phosphatase SHP-2 (PTP2C) Inhibitors;Protein Tyrosine Phosphatase PTP-1C Inhibitors
CC-25-QN53	CUHVIMMYOGQXCV-UHFFFAOYSA-N	Cc1cccc(C(C)c2c[nH]cn2)c1C	106807-72-1	Extracellular-regulated kinase (ERK) Activators;alpha2-Adrenoceptor Agonists;ADRA2A agonist;ADRA2B agonist;ADRA2C agonist
BC-81-LO06	CUKGVKDSSJVBFD-UHFFFAOYSA-N	O=Cc1ccc(-n2ccnn2)cc1		
BD-44-FH87	CURUTKGFNZGFSE-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	104959-55-9	Muscarinic M1 Antagonists
EC-71-PH39	CUTPLPKYQGWUBC-AWKYBWMHSA-N	CC(Nc1nccc(N2C(=O)OC[C@@H]2C(C)C)n1)c1ccccc1		mutant selective IDH1 inhibitor
AC-83-LN99	CUWJDZXEDIUEEW-HLFHJSLSSA-N	CC1=CC[C@H](C)C(C)(C)[C@@H]1/C=C/C(C)=C/CC[C@@]1(CO)[C@H](CCCO)/C(=C(/C)C=O)CC[C@]1(C)O	86293-27-8	Lymphangiogenesis Inducer;Lymphangiogenesis Inducers;Lymphangiogenesis Inducer;Lymphangiogenesis Inducers
VE-11-PV61	CVBJUEIAUOTXLV-UHFFFAOYSA-N	CS(=O)(=O)c1ccc(Cl)cc1Cn1cc(Cl)cc(C(N)=O)c1=N	1192347-42-4	Orally Active α1D Adrenoceptor
CB-15-RU50	CVBJWCJYJMMHGC-UHFFFAOYSA-N	CC(C)(Oc1ccc(CCNC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc1)C(=O)O		
DE-28-ZP75	CVBMAZKKCSYWQR-WCGOZPBSSA-N	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC		
BC-22-LS63	CVLONJGXRCEARL-UHFFFAOYSA-N	Cc1ccc(Cl)cc1N/C(S)=N/CC(C)C		
AB-90-NH82	CVOUSAVHMDXCKG-UHFFFAOYSA-N	O=C1Nc2c(ccc(Cl)c2Cl)/C1=N/O	18711-16-5	Intermediate Conductance K(Ca) 3.1 (IKCa1;Gardos channel, SK41, IK1) Channel Activators;Small Conductance SK(Ca) 2.1 (SK1, SKCa1) Channel Activators;Small Conductance SK(Ca) 2.2 (SK2, SKCa2) Channel Activators;Small Conductance SK(Ca) 2.3 (SK3, SKCa3, hKCa3) Channel Activators
ED-05-LQ40	CVRXLMUYFMERMJ-UHFFFAOYSA-N	c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1		
DE-81-UE07	CVSVTCORWBXHQV-UHFFFAOYSA-N	CN(CC(=O)O)C(=N)N	1093737-19-9	ADP to ATP Phosphate donor;Creatine Kinase substrate
EA-30-DG14	CVXJAPZTZWLRBP-MUUNZHRXSA-N	COc1ccccc1CN(C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CN1CCC(N2CCCCC2)CC1)C(C)=O	170566-84-4	Tachykinin NK1 Antagonists;Growth Hormone Secretagogues
KC-11-TJ63	CWRVKFFCRWGWCS-UHFFFAOYSA-N	C1CCc2nnnn2CC1	20192-24-9	GABA(A) Receptor Antagonists
AE-74-SQ33	CXAGHAZMQSCAKJ-WAHHBDPQSA-N	CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12	192755-52-5	Caspase 1 (IL-1beta Converting Enzyme) Inhibitors
